p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
7.586784215676629e-50,0.25018766745979865,0.139,0.05,2.0469902492317112e-45,8,Gm42993
8.367698077041881e-50,0.6527412921370859,0.524,0.349,2.25768861816667e-45,8,Ubap2l
8.896206267622731e-50,0.5320162011750426,0.319,0.17,2.4002854130672893e-45,8,Tusc2
8.989826844763478e-50,0.4294473139882815,0.397,0.233,2.425545180985634e-45,8,Cadm4
1.0681983495691964e-49,0.5746319662832323,0.434,0.265,2.8821059669726486e-45,8,Aurkaip1
1.1199151092138965e-49,0.27766953576306025,0.179,0.073,3.021642956170014e-45,8,Eid2b
1.1816480250057367e-49,0.7179479346028843,0.562,0.385,3.188204536267978e-45,8,Chmp5
1.2505949240349865e-49,0.4956627070033388,0.437,0.264,3.3742301645387974e-45,8,Wdr61
1.3087329556998689e-049,0.516759639462874,0.437,0.267,3.531092387773816e-45,8,Ube2d1
1.3509056039479201e-49,0.6276990611478097,0.253,0.122,3.6448784100118834e-45,8,Mphosph10
1.3767498630080185e-49,0.7172487905005864,0.464,0.296,3.714608805381935e-45,8,Thoc2
1.4143538812782826e-49,0.45277972829322233,0.332,0.18,3.816068207076934e-45,8,Znrf1
1.425063895128419e-49,0.5227435798480736,0.449,0.275,3.8449648954459874e-45,8,Sgta
1.6507607483224937e-49,0.5133252831249583,0.445,0.274,4.45391757504892e-45,8,Mrpl41
1.9852551473900896e-49,0.4217063013396133,0.275,0.138,5.356416913173201e-45,8,Dohh
2.0153224364842985e-49,0.3987330948573369,0.232,0.108,5.437541465878286e-45,8,Slc25a23
2.5521178887186906e-49,0.6208956130741049,0.435,0.267,6.8858692755519e-45,8,Cisd2
2.6064469663874036e-49,0.3108091290144194,0.22,0.099,7.032454560009854e-45,8,Ccdc25
2.6189544719645076e-49,0.525952640890825,0.347,0.191,7.066201060807437e-45,8,Ap4s1
3.081086039783559e-49,0.4387703947119366,0.51,0.331,8.31307824394002e-45,8,Rbbp4
3.1706874319234617e-49,0.4093639196681311,0.494,0.316,8.554831760072692e-45,8,Denr
4.313634812956419e-49,0.8150183225752987,0.483,0.312,1.1638618088837714e-44,8,Ankrd12
4.5587606485981756e-49,0.487512733896323,0.344,0.191,1.2299992105982738e-44,8,Exoc5
5.341495116760973e-49,0.35379678794045144,0.221,0.1,1.441188797453278e-44,8,Ak1
5.5090935701940665e-49,0.4900575600442483,0.313,0.166,1.4864085361740611e-44,8,Atp6v1h
5.892486441983706e-49,0.525500192002254,0.248,0.12,1.5898517669116235e-44,8,Mef2a
5.970719742867906e-49,0.5038064748976889,0.344,0.19,1.6109598938231898e-44,8,Sdhc
6.3897881116847366e-49,0.5029938576508922,0.287,0.144,1.7240287304136588e-44,8,Gm14204
6.596124631714464e-49,0.4767180397664666,0.285,0.145,1.7797003868828795e-44,8,Wdr12
6.75013207168511e-49,0.5887213179043255,0.425,0.257,1.8212531342613595e-44,8,Ndufv1
7.225593521783606e-49,0.4946774119383235,0.33,0.179,1.9495373881124348e-44,8,Etf1
7.404840182436174e-49,0.2608055560289425,0.158,0.061,1.997899929623104e-44,8,Cox18
8.016046392363418e-49,0.36351417683998327,0.223,0.102,2.162809477123574e-44,8,Zfp580
8.462639753528354e-49,0.37953104712544017,0.238,0.112,2.2833048318994854e-44,8,Psme3
9.604142615146943e-49,0.33930262762945895,0.199,0.087,2.591293718992797e-44,8,Cbarp
1.0232914090846817e-48,0.5018298995625641,0.403,0.239,2.76094255085138e-44,8,Snrpf
1.070069641124706e-48,0.6168078458668802,0.508,0.331,2.887154898718569e-44,8,Polr2c
1.234491210686893e-48,0.6871546904888424,0.334,0.184,3.330780735554306e-44,8,Zc3h13
2.0846383459821485e-48,0.48576553344639445,0.278,0.141,5.624562721294435e-44,8,Zfp280d
2.3332758935661043e-48,0.5066929044007519,0.267,0.134,6.295411688430706e-44,8,Napg
2.4179365326214807e-48,0.5961764231904444,0.309,0.164,6.523834558666017e-44,8,Dnajc2
2.5975307507390765e-48,0.4298158681699342,0.366,0.21,7.008397718569103e-44,8,Hectd1
2.722587381615435e-48,0.4792026561600128,0.348,0.193,7.345813014336605e-44,8,Eef1akmt1
3.160725715118743e-48,0.47936795437299207,0.539,0.364,8.527954051961881e-44,8,Snrpc
3.181330921639915e-48,2.47450186329462,0.233,0.11,8.583548959676655e-44,8,Nsf
3.5790521869452646e-48,0.6261250332236186,0.639,0.469,9.656640705597018e-44,8,Srsf5
3.638489572279745e-48,0.4130933919159992,0.23,0.107,9.81700871496798e-44,8,Abat
3.7594555661784516e-48,0.40462216979822885,0.312,0.166,1.014338706310608e-43,8,Ufm1
4.2888819889748274e-48,0.26983404496600527,0.174,0.071,1.1571832494452983e-43,8,Gm42439
5.083831437433733e-48,0.34992726820970643,0.232,0.108,1.3716685601339954e-43,8,Rtca
6.008842040225818e-48,0.4606898493737125,0.319,0.173,1.621245670873328e-43,8,Lcmt1
6.513212305222004e-48,0.4561729985250307,0.409,0.243,1.7573298120719489e-43,8,Casp3
6.554933811029017e-48,0.7235541297330883,0.414,0.249,1.768586691553739e-43,8,Stip1
7.450366089822522e-48,0.3610581025615899,0.288,0.147,2.0101832746950147e-43,8,Fam174a
7.882943394259095e-48,0.6305367339170833,0.48,0.308,2.1268969572050464e-43,8,Wbp4
