p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
2.8538990998866712e-129,0.2728004401840929,0.446,0.121,7.700105161404228e-125,25,Cntn1
5.56186184522207e-129,1.2174666554518339,0.473,0.138,1.5006459444593666e-124,25,Cdk17
1.5356239058749482e-127,0.5161751325072396,0.212,0.032,4.1432668604411974e-123,25,Gm10287
1.770725364943471e-127,0.45181568787928694,0.184,0.024,4.777594107153979e-123,25,Gm44228
2.0419888012683693e-127,0.43360098689959087,0.163,0.019,5.509489984702187e-123,25,Acta1
3.7873254632863986e-127,1.9193259789664183,0.755,0.358,1.0218582832493032e-122,25,Emc10
1.1099772585123728e-126,9.950304581290679,0.806,0.455,2.994829641192233e-122,25,Ogt
1.1150671896445012e-126,1.7298516743434325,0.58,0.207,3.008562784379829e-122,25,Olfr635
1.1892052872972931e-126,0.8637430719365655,0.279,0.053,3.2085947856568267e-122,25,Gm42583
1.4818938531991496e-126,0.3651870056455381,0.134,0.013,3.9982978053166256e-122,25,Gm44229
2.1656886198648815e-126,1.1441814877254166,0.383,0.094,5.843244465257437e-122,25,Trim9
2.3899133488697442e-126,1.2515312735231252,0.415,0.11,6.448225206585457e-122,25,Syngr3
3.828793406961086e-126,5.895118162190984,0.721,0.34,1.0330467491321707e-121,25,Ppp3ca
4.4938068318814856e-126,12.570820799665873,0.884,0.577,1.2124740213099436e-121,25,Cox7c
5.5929970541660695e-126,1.423976016775249,0.406,0.106,1.509046535184547e-121,25,Peg3
1.194145207086042e-125,0.3093860514929494,0.139,0.015,3.2219231832388495e-121,25,Dgat2
4.2875014998561014e-125,6.895049337151751,0.882,0.566,1.1568107796761748e-120,25,Ndufa6
4.549376365710003e-125,1.2712775558446776,0.347,0.08,1.2274672372322159e-120,25,B230334C09Rik
5.034758261818916e-125,1.183061771254644,0.31,0.065,1.3584281266213618e-120,25,2900027M19Rik
1.468785616979295e-124,2.3534023486681757,0.502,0.159,3.962930473171836e-120,25,Ank3
2.4819601404270424e-124,1.3958262878065193,0.368,0.09,6.696576654886203e-120,25,Tceal6
2.634525577237552e-124,1.6875435147238573,0.566,0.201,7.10821345994464e-120,25,Atp6v1c1
5.108420849144921e-124,0.5443388595248049,0.212,0.033,1.3783030293077912e-119,25,Gm44799
1.626575008160853e-123,2.03792886162014,0.557,0.195,4.388662029518797e-119,25,Tacc1
